flight_id,flight_number,aircraft_id,departure_airport_id,arrival_airport_id,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,delay_minutes,flight_status
F001136,SKY910,AC006,AID002,AID008,2023-06-12 17:45:00,2023-06-13 05:45:00,2023-06-12 18:18:00,2023-06-13 06:18:00,33,Delayed
F001137,SKY361,AC014,AID012,AID014,2023-06-12 02:50:00,2023-06-12 11:50:00,2023-06-12 02:50:00,2023-06-12 11:50:00,0,On-Time
F001138,SKY611,AC015,AID014,AID007,2023-06-12 15:34:00,2023-06-12 22:34:00,2023-06-12 15:34:00,2023-06-12 22:34:00,0,On-Time
F001139,SKY797,AC003,AID015,AID011,2023-06-12 00:46:00,2023-06-12 06:46:00,2023-06-12 00:46:00,2023-06-12 06:46:00,0,On-Time
F001140,SKY404,AC011,AID008,AID005,2023-06-12 05:11:00,2023-06-12 12:11:00,2023-06-12 05:11:00,2023-06-12 12:11:00,0,On-Time
F001141,SKY816,AC017,AID007,AID003,2023-06-12 16:03:00,2023-06-13 00:03:00,2023-06-12 16:03:00,2023-06-13 00:03:00,0,On-Time
F001142,SKY166,AC012,AID012,AID004,2023-06-13 00:01:00,2023-06-13 09:01:00,2023-06-13 00:19:00,2023-06-13 09:19:00,18,Delayed
F001143,SKY592,AC016,AID011,AID002,2023-06-13 10:06:00,2023-06-13 20:06:00,2023-06-13 10:06:00,2023-06-13 20:06:00,0,On-Time
F001144,SKY657,AC013,AID011,AID002,2023-06-13 17:09:00,2023-06-13 23:09:00,2023-06-13 17:09:00,2023-06-13 23:09:00,0,On-Time
F001145,SKY302,AC005,AID014,AID007,2023-06-13 13:36:00,2023-06-13 21:36:00,2023-06-13 13:36:00,2023-06-13 21:36:00,0,On-Time
F001146,SKY345,AC006,AID005,AID012,2023-06-13 23:53:00,2023-06-14 09:53:00,2023-06-13 23:53:00,2023-06-14 09:53:00,0,On-Time
F001147,SKY417,AC007,AID008,AID013,2023-06-13 11:16:00,2023-06-13 20:16:00,2023-06-13 11:16:00,2023-06-13 20:16:00,0,On-Time
F001148,SKY231,AC016,AID009,AID006,2023-06-13 05:52:00,2023-06-13 16:52:00,2023-06-13 05:52:00,2023-06-13 16:52:00,0,On-Time
F001149,SKY930,AC018,AID006,AID012,2023-06-14 10:51:00,2023-06-14 19:51:00,2023-06-14 10:51:00,2023-06-14 19:51:00,0,On-Time
F001150,SKY821,AC016,AID015,AID002,2023-06-14 05:14:00,2023-06-14 13:14:00,2023-06-14 05:14:00,2023-06-14 13:14:00,0,On-Time
F001151,SKY590,AC017,AID014,AID003,2023-06-14 22:46:00,2023-06-15 01:46:00,2023-06-14 22:58:00,2023-06-15 01:58:00,12,Delayed
F001152,SKY951,AC008,AID006,AID008,2023-06-14 09:42:00,2023-06-14 11:42:00,2023-06-14 09:42:00,2023-06-14 11:42:00,0,On-Time
F001153,SKY146,AC001,AID012,AID010,2023-06-14 09:25:00,2023-06-14 12:25:00,2023-06-14 09:25:00,2023-06-14 12:25:00,0,On-Time
F001154,SKY143,AC010,AID001,AID013,2023-06-14 07:45:00,2023-06-14 19:45:00,2023-06-14 08:03:00,2023-06-14 20:03:00,18,Delayed
F001155,SKY197,AC019,AID009,AID012,2023-06-14 23:39:00,2023-06-15 08:39:00,2023-06-14 23:39:00,2023-06-15 08:39:00,0,On-Time
F001156,SKY821,AC005,AID007,AID003,2023-06-15 11:35:00,2023-06-15 21:35:00,2023-06-15 11:35:00,2023-06-15 21:35:00,0,On-Time
F001157,SKY711,AC003,AID014,AID010,2023-06-15 21:28:00,2023-06-16 07:28:00,2023-06-15 21:28:00,2023-06-16 07:28:00,0,On-Time
F001158,SKY113,AC007,AID005,AID007,2023-06-15 18:32:00,2023-06-16 04:32:00,2023-06-15 18:32:00,2023-06-16 04:32:00,0,On-Time
F001159,SKY540,AC019,AID006,AID013,2023-06-15 09:13:00,2023-06-15 11:13:00,2023-06-15 10:01:00,2023-06-15 12:01:00,48,Delayed
F001160,SKY997,AC005,AID008,AID004,2023-06-15 05:19:00,2023-06-15 13:19:00,2023-06-15 05:43:00,2023-06-15 13:43:00,24,Delayed
F001161,SKY487,AC007,AID013,AID005,2023-06-15 08:11:00,2023-06-15 15:11:00,2023-06-15 08:11:00,2023-06-15 15:11:00,0,On-Time
F001162,SKY262,AC001,AID001,AID008,2023-06-15 21:26:00,2023-06-16 09:26:00,2023-06-15 21:26:00,2023-06-16 09:26:00,0,On-Time
F001163,SKY243,AC002,AID015,AID012,2023-06-16 05:58:00,2023-06-16 10:58:00,2023-06-16 05:58:00,2023-06-16 10:58:00,0,On-Time
F001164,SKY828,AC010,AID009,AID006,2023-06-16 15:36:00,2023-06-17 01:36:00,2023-06-16 15:36:00,2023-06-17 01:36:00,0,On-Time
F001165,SKY888,AC016,AID012,AID011,2023-06-16 05:43:00,2023-06-16 14:43:00,2023-06-16 05:43:00,2023-06-16 14:43:00,0,On-Time
F001166,SKY355,AC009,AID005,AID004,2023-06-16 16:32:00,2023-06-16 18:32:00,2023-06-16 16:32:00,2023-06-16 18:32:00,0,On-Time
F001167,SKY949,AC007,AID006,AID014,2023-06-16 08:56:00,2023-06-16 19:56:00,2023-06-16 08:56:00,2023-06-16 19:56:00,0,On-Time
F001168,SKY675,AC015,AID012,AID015,2023-06-16 18:20:00,2023-06-16 21:20:00,2023-06-16 18:20:00,2023-06-16 21:20:00,0,On-Time
F001169,SKY435,AC001,AID015,AID007,2023-06-16 02:49:00,2023-06-16 08:49:00,2023-06-16 02:49:00,2023-06-16 08:49:00,0,On-Time
F001170,SKY303,AC008,AID011,AID012,2023-06-17 04:26:00,2023-06-17 16:26:00,2023-06-17 04:26:00,2023-06-17 16:26:00,0,On-Time
F001171,SKY704,AC006,AID002,AID009,2023-06-17 23:26:00,2023-06-18 06:26:00,2023-06-17 23:26:00,2023-06-18 06:26:00,0,On-Time
F001172,SKY567,AC010,AID012,AID010,2023-06-17 10:56:00,2023-06-17 14:56:00,2023-06-17 10:56:00,2023-06-17 14:56:00,0,On-Time
F001173,SKY237,AC002,AID010,AID001,2023-06-17 22:29:00,2023-06-18 08:29:00,2023-06-17 22:29:00,2023-06-18 08:29:00,0,On-Time
F001174,SKY733,AC007,AID005,AID004,2023-06-17 05:29:00,2023-06-17 13:29:00,2023-06-17 05:29:00,2023-06-17 13:29:00,0,On-Time
F001175,SKY658,AC006,AID004,AID008,2023-06-17 04:36:00,2023-06-17 15:36:00,2023-06-17 04:36:00,2023-06-17 15:36:00,0,On-Time
F001176,SKY675,AC005,AID010,AID015,2023-06-17 20:18:00,2023-06-18 05:18:00,2023-06-17 20:18:00,2023-06-18 05:18:00,0,On-Time
F001177,SKY160,AC007,AID007,AID011,2023-06-18 14:25:00,2023-06-19 02:25:00,2023-06-18 14:25:00,2023-06-19 02:25:00,0,On-Time
F001178,SKY972,AC015,AID006,AID010,2023-06-18 19:16:00,2023-06-18 21:16:00,2023-06-18 19:16:00,2023-06-18 21:16:00,0,On-Time
F001179,SKY940,AC004,AID009,AID005,2023-06-18 18:30:00,2023-06-18 22:30:00,2023-06-18 18:30:00,2023-06-18 22:30:00,0,On-Time
F001180,SKY660,AC012,AID005,AID007,2023-06-18 15:18:00,2023-06-18 23:18:00,2023-06-18 15:18:00,2023-06-18 23:18:00,0,On-Time
F001181,SKY596,AC016,AID004,AID002,2023-06-18 04:58:00,2023-06-18 12:58:00,2023-06-18 04:58:00,2023-06-18 12:58:00,0,On-Time
F001182,SKY518,AC006,AID006,AID002,2023-06-18 19:58:00,2023-06-19 05:58:00,2023-06-18 19:58:00,2023-06-19 05:58:00,0,On-Time
F001183,SKY764,AC017,AID001,AID013,2023-06-18 08:46:00,2023-06-18 15:46:00,2023-06-18 08:46:00,2023-06-18 15:46:00,0,On-Time
F001184,SKY307,AC007,AID014,AID004,2023-06-19 05:52:00,2023-06-19 08:52:00,2023-06-19 06:15:00,2023-06-19 09:15:00,23,Delayed
F001185,SKY883,AC005,AID001,AID003,2023-06-19 12:41:00,2023-06-19 17:41:00,2023-06-19 12:41:00,2023-06-19 17:41:00,0,On-Time
F001186,SKY997,AC014,AID014,AID004,2023-06-19 02:10:00,2023-06-19 11:10:00,2023-06-19 02:10:00,2023-06-19 11:10:00,0,On-Time
F001187,SKY555,AC008,AID003,AID014,2023-06-19 08:42:00,2023-06-19 15:42:00,2023-06-19 08:42:00,2023-06-19 15:42:00,0,On-Time
F001188,SKY126,AC013,AID007,AID003,2023-06-19 23:39:00,2023-06-20 02:39:00,2023-06-20 00:35:00,2023-06-20 03:35:00,56,Delayed
F001189,SKY696,AC013,AID008,AID014,2023-06-19 23:49:00,2023-06-20 05:49:00,2023-06-19 23:49:00,2023-06-20 05:49:00,0,On-Time
F001190,SKY346,AC010,AID004,AID012,2023-06-19 08:37:00,2023-06-19 20:37:00,2023-06-19 08:37:00,2023-06-19 20:37:00,0,On-Time
F001191,SKY261,AC007,AID003,AID008,2023-06-20 22:24:00,2023-06-21 09:24:00,2023-06-20 22:24:00,2023-06-21 09:24:00,0,On-Time
F001192,SKY244,AC016,AID012,AID013,2023-06-20 02:06:00,2023-06-20 08:06:00,2023-06-20 02:36:00,2023-06-20 08:36:00,30,Delayed
F001193,SKY970,AC008,AID002,AID007,2023-06-20 11:08:00,2023-06-20 19:08:00,2023-06-20 11:08:00,2023-06-20 19:08:00,0,On-Time
F001194,SKY692,AC010,AID002,AID008,2023-06-20 15:29:00,2023-06-20 20:29:00,2023-06-20 15:29:00,2023-06-20 20:29:00,0,On-Time
F001195,SKY146,AC015,AID002,AID010,2023-06-20 01:21:00,2023-06-20 09:21:00,2023-06-20 01:21:00,2023-06-20 09:21:00,0,On-Time
F001196,SKY702,AC003,AID015,AID014,2023-06-20 11:53:00,2023-06-20 23:53:00,2023-06-20 11:53:00,2023-06-20 23:53:00,0,On-Time
F001197,SKY773,AC009,AID003,AID011,2023-06-20 11:26:00,2023-06-20 19:26:00,2023-06-20 11:26:00,2023-06-20 19:26:00,0,On-Time
F001198,SKY714,AC004,AID006,AID011,2023-06-21 04:34:00,2023-06-21 16:34:00,2023-06-21 04:34:00,2023-06-21 16:34:00,0,On-Time
F001199,SKY116,AC013,AID014,AID010,2023-06-21 18:06:00,2023-06-22 01:06:00,2023-06-21 18:06:00,2023-06-22 01:06:00,0,On-Time
F001200,SKY345,AC013,AID015,AID008,2023-06-21 05:15:00,2023-06-21 16:15:00,2023-06-21 06:08:00,2023-06-21 17:08:00,53,Delayed
F001201,SKY475,AC017,AID009,AID002,2023-06-21 14:29:00,2023-06-21 22:29:00,2023-06-21 14:29:00,2023-06-21 22:29:00,0,On-Time
F001202,SKY958,AC007,AID004,AID008,2023-06-21 14:21:00,2023-06-21 22:21:00,2023-06-21 14:21:00,2023-06-21 22:21:00,0,On-Time
F001203,SKY130,AC008,AID001,AID011,2023-06-21 17:40:00,2023-06-22 03:40:00,2023-06-21 17:40:00,2023-06-22 03:40:00,0,On-Time
F001204,SKY200,AC002,AID009,AID007,2023-06-21 07:07:00,2023-06-21 12:07:00,2023-06-21 07:07:00,2023-06-21 12:07:00,0,On-Time
F001205,SKY377,AC016,AID002,AID001,2023-06-22 15:53:00,2023-06-23 03:53:00,2023-06-22 15:53:00,2023-06-23 03:53:00,0,On-Time
F001206,SKY616,AC002,AID002,AID008,2023-06-22 03:03:00,2023-06-22 12:03:00,2023-06-22 03:03:00,2023-06-22 12:03:00,0,On-Time
F001207,SKY944,AC007,AID007,AID011,2023-06-22 04:56:00,2023-06-22 07:56:00,2023-06-22 04:56:00,2023-06-22 07:56:00,0,On-Time
F001208,SKY992,AC008,AID011,AID004,2023-06-22 20:08:00,2023-06-23 07:08:00,2023-06-22 20:08:00,2023-06-23 07:08:00,0,On-Time
F001209,SKY219,AC004,AID007,AID006,2023-06-22 14:09:00,2023-06-23 00:09:00,2023-06-22 14:09:00,2023-06-23 00:09:00,0,On-Time
F001210,SKY538,AC019,AID008,AID001,2023-06-22 14:42:00,2023-06-22 21:42:00,2023-06-22 14:42:00,2023-06-22 21:42:00,0,On-Time
F001211,SKY135,AC018,AID011,AID005,2023-06-22 20:14:00,2023-06-23 05:14:00,2023-06-22 20:14:00,2023-06-23 05:14:00,0,On-Time
F001212,SKY762,AC008,AID004,AID007,2023-06-23 16:30:00,2023-06-23 21:30:00,2023-06-23 16:30:00,2023-06-23 21:30:00,0,On-Time
F001213,SKY785,AC001,AID015,AID007,2023-06-23 06:29:00,2023-06-23 15:29:00,2023-06-23 06:29:00,2023-06-23 15:29:00,0,On-Time
F001214,SKY110,AC007,AID004,AID005,2023-06-23 21:21:00,2023-06-24 05:21:00,2023-06-23 21:21:00,2023-06-24 05:21:00,0,On-Time
F001215,SKY224,AC019,AID010,AID009,2023-06-23 05:58:00,2023-06-23 10:58:00,2023-06-23 05:58:00,2023-06-23 10:58:00,0,On-Time
F001216,SKY716,AC013,AID008,AID002,2023-06-23 20:48:00,2023-06-24 03:48:00,2023-06-23 20:48:00,2023-06-24 03:48:00,0,On-Time
F001217,SKY794,AC013,AID004,AID008,2023-06-23 10:49:00,2023-06-23 18:49:00,2023-06-23 10:49:00,2023-06-23 18:49:00,0,On-Time
F001218,SKY542,AC006,AID011,AID004,2023-06-23 15:33:00,2023-06-23 21:33:00,2023-06-23 15:33:00,2023-06-23 21:33:00,0,On-Time
F001219,SKY202,AC003,AID002,AID009,2023-06-24 11:46:00,2023-06-24 13:46:00,2023-06-24 11:46:00,2023-06-24 13:46:00,0,On-Time
F001220,SKY184,AC011,AID004,AID013,2023-06-24 10:10:00,2023-06-24 21:10:00,2023-06-24 10:10:00,2023-06-24 21:10:00,0,On-Time
F001221,SKY942,AC003,AID004,AID006,2023-06-24 05:29:00,2023-06-24 07:29:00,2023-06-24 05:29:00,2023-06-24 07:29:00,0,On-Time
F001222,SKY996,AC011,AID003,AID006,2023-06-24 07:50:00,2023-06-24 16:50:00,2023-06-24 07:50:00,2023-06-24 16:50:00,0,On-Time
F001223,SKY460,AC003,AID005,AID013,2023-06-24 14:56:00,2023-06-24 16:56:00,2023-06-24 14:56:00,2023-06-24 16:56:00,0,On-Time
F001224,SKY407,AC001,AID006,AID011,2023-06-24 01:02:00,2023-06-24 12:02:00,2023-06-24 01:02:00,2023-06-24 12:02:00,0,On-Time
F001225,SKY981,AC018,AID009,AID007,2023-06-24 11:11:00,2023-06-24 21:11:00,2023-06-24 11:11:00,2023-06-24 21:11:00,0,On-Time
F001226,SKY966,AC003,AID009,AID005,2023-06-25 01:38:00,2023-06-25 07:38:00,2023-06-25 01:52:00,2023-06-25 07:52:00,14,Delayed
F001227,SKY630,AC004,AID002,AID012,2023-06-25 05:35:00,2023-06-25 11:35:00,2023-06-25 05:35:00,2023-06-25 11:35:00,0,On-Time
F001228,SKY833,AC005,AID013,AID005,2023-06-25 20:37:00,2023-06-26 07:37:00,2023-06-25 20:37:00,2023-06-26 07:37:00,0,On-Time
F001229,SKY297,AC005,AID003,AID010,2023-06-25 00:19:00,2023-06-25 11:19:00,2023-06-25 00:19:00,2023-06-25 11:19:00,0,On-Time
F001230,SKY716,AC009,AID010,AID013,2023-06-25 11:45:00,2023-06-25 21:45:00,2023-06-25 11:45:00,2023-06-25 21:45:00,0,On-Time
F001231,SKY613,AC009,AID009,AID008,2023-06-25 23:01:00,2023-06-26 03:01:00,2023-06-25 23:01:00,2023-06-26 03:01:00,0,On-Time
F001232,SKY539,AC009,AID006,AID001,2023-06-25 18:46:00,2023-06-26 06:46:00,2023-06-25 18:46:00,2023-06-26 06:46:00,0,On-Time
F001233,SKY234,AC005,AID011,AID004,2023-06-26 01:10:00,2023-06-26 03:10:00,2023-06-26 01:10:00,2023-06-26 03:10:00,0,On-Time
F001234,SKY820,AC017,AID002,AID005,2023-06-26 14:50:00,2023-06-26 20:50:00,2023-06-26 14:50:00,2023-06-26 20:50:00,0,On-Time
F001235,SKY570,AC008,AID004,AID012,2023-06-26 04:11:00,2023-06-26 07:11:00,2023-06-26 04:11:00,2023-06-26 07:11:00,0,On-Time
F001236,SKY359,AC001,AID006,AID005,2023-06-26 20:50:00,2023-06-27 05:50:00,2023-06-26 20:50:00,2023-06-27 05:50:00,0,On-Time
F001237,SKY179,AC009,AID001,AID012,2023-06-26 01:19:00,2023-06-26 04:19:00,2023-06-26 01:19:00,2023-06-26 04:19:00,0,On-Time
F001238,SKY607,AC002,AID005,AID004,2023-06-26 18:24:00,2023-06-27 05:24:00,2023-06-26 18:24:00,2023-06-27 05:24:00,0,On-Time
F001239,SKY810,AC007,AID010,AID009,2023-06-26 20:09:00,2023-06-27 01:09:00,2023-06-26 20:09:00,2023-06-27 01:09:00,0,On-Time
F001240,SKY657,AC013,AID008,AID002,2023-06-27 23:06:00,2023-06-28 11:06:00,2023-06-27 23:06:00,2023-06-28 11:06:00,0,On-Time
F001241,SKY631,AC005,AID011,AID005,2023-06-27 17:57:00,2023-06-27 20:57:00,2023-06-27 17:57:00,2023-06-27 20:57:00,0,On-Time
F001242,SKY272,AC006,AID013,AID007,2023-06-27 19:09:00,2023-06-27 21:09:00,2023-06-27 19:09:00,2023-06-27 21:09:00,0,On-Time
F001243,SKY174,AC009,AID008,AID010,2023-06-27 03:46:00,2023-06-27 05:46:00,2023-06-27 03:46:00,2023-06-27 05:46:00,0,On-Time
F001244,SKY318,AC015,AID011,AID012,2023-06-27 23:25:00,2023-06-28 11:25:00,2023-06-27 23:49:00,2023-06-28 11:49:00,24,Delayed
F001245,SKY106,AC003,AID010,AID007,2023-06-27 07:42:00,2023-06-27 19:42:00,2023-06-27 08:08:00,2023-06-27 20:08:00,26,Delayed
F001246,SKY950,AC016,AID006,AID002,2023-06-27 11:30:00,2023-06-27 19:30:00,2023-06-27 11:30:00,2023-06-27 19:30:00,0,On-Time
F001247,SKY570,AC011,AID014,AID012,2023-06-28 02:56:00,2023-06-28 07:56:00,2023-06-28 02:56:00,2023-06-28 07:56:00,0,On-Time
F001248,SKY325,AC011,AID011,AID015,2023-06-28 00:37:00,2023-06-28 08:37:00,2023-06-28 00:37:00,2023-06-28 08:37:00,0,On-Time
F001249,SKY457,AC003,AID009,AID007,2023-06-28 23:05:00,2023-06-29 05:05:00,2023-06-28 23:05:00,2023-06-29 05:05:00,0,On-Time
F001250,SKY512,AC003,AID005,AID009,2023-06-28 13:07:00,2023-06-28 21:07:00,2023-06-28 13:07:00,2023-06-28 21:07:00,0,On-Time
F001251,SKY937,AC013,AID013,AID009,2023-06-28 16:10:00,2023-06-29 02:10:00,2023-06-28 16:10:00,2023-06-29 02:10:00,0,On-Time
F001252,SKY748,AC010,AID011,AID002,2023-06-28 00:37:00,2023-06-28 10:37:00,2023-06-28 00:54:00,2023-06-28 10:54:00,17,Delayed
F001253,SKY518,AC009,AID003,AID001,2023-06-28 15:01:00,2023-06-29 00:01:00,2023-06-28 15:34:00,2023-06-29 00:34:00,33,Delayed
F001254,SKY201,AC017,AID011,AID003,2023-06-29 20:01:00,2023-06-30 08:01:00,2023-06-29 20:01:00,2023-06-30 08:01:00,0,On-Time
F001255,SKY704,AC004,AID004,AID008,2023-06-29 21:33:00,2023-06-30 08:33:00,2023-06-29 21:33:00,2023-06-30 08:33:00,0,On-Time
F001256,SKY439,AC017,AID009,AID008,2023-06-29 11:50:00,2023-06-29 23:50:00,2023-06-29 11:50:00,2023-06-29 23:50:00,0,On-Time
F001257,SKY361,AC010,AID008,AID005,2023-06-29 08:18:00,2023-06-29 14:18:00,2023-06-29 08:18:00,2023-06-29 14:18:00,0,On-Time
F001258,SKY507,AC010,AID009,AID015,2023-06-29 16:20:00,2023-06-29 18:20:00,2023-06-29 16:51:00,2023-06-29 18:51:00,31,Delayed
F001259,SKY388,AC009,AID006,AID005,2023-06-29 21:18:00,2023-06-30 02:18:00,2023-06-29 22:18:00,2023-06-30 03:18:00,60,Delayed
F001260,SKY481,AC011,AID011,AID013,2023-06-29 18:45:00,2023-06-30 01:45:00,2023-06-29 18:45:00,2023-06-30 01:45:00,0,On-Time
F001261,SKY138,AC001,AID009,AID006,2023-06-30 14:05:00,2023-06-30 22:05:00,2023-06-30 14:05:00,2023-06-30 22:05:00,0,On-Time
F001262,SKY144,AC014,AID004,AID008,2023-06-30 10:56:00,2023-06-30 12:56:00,2023-06-30 10:56:00,2023-06-30 12:56:00,0,On-Time
F001263,SKY144,AC003,AID013,AID011,2023-06-30 10:09:00,2023-06-30 20:09:00,2023-06-30 10:09:00,2023-06-30 20:09:00,0,On-Time
F001264,SKY424,AC015,AID002,AID013,2023-06-30 10:23:00,2023-06-30 17:23:00,2023-06-30 10:38:00,2023-06-30 17:38:00,15,Delayed
F001265,SKY708,AC005,AID001,AID015,2023-06-30 00:23:00,2023-06-30 04:23:00,2023-06-30 00:23:00,2023-06-30 04:23:00,0,On-Time
F001266,SKY270,AC001,AID015,AID013,2023-06-30 03:33:00,2023-06-30 12:33:00,2023-06-30 03:33:00,2023-06-30 12:33:00,0,On-Time
F001267,SKY204,AC015,AID007,AID001,2023-06-30 09:30:00,2023-06-30 20:30:00,2023-06-30 09:30:00,2023-06-30 20:30:00,0,On-Time
F001268,SKY626,AC006,AID008,AID009,2023-07-01 05:33:00,2023-07-01 14:33:00,2023-07-01 05:33:00,2023-07-01 14:33:00,0,On-Time
F001269,SKY104,AC015,AID003,AID013,2023-07-01 15:43:00,2023-07-01 20:43:00,2023-07-01 15:43:00,2023-07-01 20:43:00,0,On-Time
F001270,SKY562,AC012,AID007,AID013,2023-07-01 06:30:00,2023-07-01 11:30:00,2023-07-01 06:30:00,2023-07-01 11:30:00,0,On-Time
F001271,SKY826,AC006,AID005,AID013,2023-07-01 07:12:00,2023-07-01 11:12:00,2023-07-01 07:12:00,2023-07-01 11:12:00,0,On-Time
F001272,SKY251,AC018,AID009,AID002,2023-07-01 10:26:00,2023-07-01 22:26:00,2023-07-01 10:26:00,2023-07-01 22:26:00,0,On-Time
F001273,SKY389,AC017,AID004,AID005,2023-07-01 14:42:00,2023-07-01 18:42:00,2023-07-01 14:42:00,2023-07-01 18:42:00,0,On-Time
F001274,SKY863,AC010,AID010,AID011,2023-07-01 12:53:00,2023-07-01 14:53:00,2023-07-01 12:53:00,2023-07-01 14:53:00,0,On-Time
F001275,SKY605,AC011,AID012,AID005,2023-07-02 00:50:00,2023-07-02 11:50:00,2023-07-02 00:50:00,2023-07-02 11:50:00,0,On-Time
F001276,SKY834,AC016,AID003,AID005,2023-07-02 21:15:00,2023-07-03 02:15:00,2023-07-02 21:31:00,2023-07-03 02:31:00,16,Delayed
F001277,SKY535,AC012,AID013,AID014,2023-07-02 23:08:00,2023-07-03 10:08:00,2023-07-02 23:08:00,2023-07-03 10:08:00,0,On-Time
F001278,SKY976,AC016,AID009,AID010,2023-07-02 09:45:00,2023-07-02 16:45:00,2023-07-02 09:45:00,2023-07-02 16:45:00,0,On-Time
F001279,SKY208,AC005,AID002,AID009,2023-07-02 19:35:00,2023-07-03 01:35:00,2023-07-02 19:35:00,2023-07-03 01:35:00,0,On-Time
F001280,SKY484,AC009,AID005,AID011,2023-07-02 11:25:00,2023-07-02 13:25:00,2023-07-02 11:25:00,2023-07-02 13:25:00,0,On-Time
F001281,SKY818,AC008,AID006,AID011,2023-07-02 12:27:00,2023-07-02 19:27:00,2023-07-02 12:27:00,2023-07-02 19:27:00,0,On-Time
F001282,SKY399,AC017,AID008,AID006,2023-07-03 06:59:00,2023-07-03 15:59:00,2023-07-03 07:26:00,2023-07-03 16:26:00,27,Delayed
F001283,SKY254,AC004,AID001,AID015,2023-07-03 14:58:00,2023-07-03 21:58:00,2023-07-03 14:58:00,2023-07-03 21:58:00,0,On-Time
F001284,SKY370,AC001,AID013,AID006,2023-07-03 00:35:00,2023-07-03 12:35:00,2023-07-03 00:35:00,2023-07-03 12:35:00,0,On-Time
F001285,SKY953,AC010,AID004,AID002,2023-07-03 21:21:00,2023-07-04 02:21:00,2023-07-03 21:21:00,2023-07-04 02:21:00,0,On-Time
F001286,SKY824,AC010,AID005,AID015,2023-07-03 02:48:00,2023-07-03 11:48:00,2023-07-03 02:48:00,2023-07-03 11:48:00,0,On-Time
F001287,SKY760,AC014,AID003,AID006,2023-07-03 21:30:00,2023-07-04 07:30:00,2023-07-03 21:30:00,2023-07-04 07:30:00,0,On-Time
F001288,SKY567,AC001,AID001,AID008,2023-07-03 16:32:00,2023-07-03 23:32:00,2023-07-03 16:47:00,2023-07-03 23:47:00,15,Delayed
F001289,SKY380,AC001,AID007,AID009,2023-07-04 14:59:00,2023-07-04 18:59:00,2023-07-04 14:59:00,2023-07-04 18:59:00,0,On-Time
F001290,SKY492,AC015,AID011,AID006,2023-07-04 18:18:00,2023-07-04 20:18:00,2023-07-04 18:18:00,2023-07-04 20:18:00,0,On-Time
F001291,SKY680,AC007,AID010,AID014,2023-07-04 15:36:00,2023-07-05 03:36:00,2023-07-04 16:22:00,2023-07-05 04:22:00,46,Delayed
F001292,SKY157,AC008,AID005,AID009,2023-07-04 18:05:00,2023-07-05 03:05:00,2023-07-04 18:05:00,2023-07-05 03:05:00,0,On-Time
F001293,SKY563,AC004,AID003,AID010,2023-07-04 01:11:00,2023-07-04 04:11:00,2023-07-04 01:11:00,2023-07-04 04:11:00,0,On-Time
F001294,SKY162,AC002,AID009,AID012,2023-07-04 15:11:00,2023-07-04 18:11:00,2023-07-04 15:11:00,2023-07-04 18:11:00,0,On-Time
F001295,SKY145,AC009,AID010,AID012,2023-07-04 12:30:00,2023-07-04 19:30:00,2023-07-04 12:30:00,2023-07-04 19:30:00,0,On-Time
F001296,SKY168,AC002,AID008,AID003,2023-07-05 10:39:00,2023-07-05 13:39:00,2023-07-05 10:39:00,2023-07-05 13:39:00,0,On-Time
F001297,SKY547,AC012,AID013,AID015,2023-07-05 05:24:00,2023-07-05 15:24:00,2023-07-05 05:24:00,2023-07-05 15:24:00,0,On-Time
F001298,SKY122,AC001,AID008,AID007,2023-07-05 16:54:00,2023-07-05 22:54:00,2023-07-05 17:05:00,2023-07-05 23:05:00,11,Delayed
F001299,SKY482,AC007,AID008,AID010,2023-07-05 04:09:00,2023-07-05 10:09:00,2023-07-05 04:09:00,2023-07-05 10:09:00,0,On-Time
F001300,SKY489,AC008,AID007,AID008,2023-07-05 12:39:00,2023-07-05 14:39:00,2023-07-05 12:39:00,2023-07-05 14:39:00,0,On-Time
F001301,SKY524,AC015,AID010,AID004,2023-07-05 10:01:00,2023-07-05 22:01:00,2023-07-05 10:01:00,2023-07-05 22:01:00,0,On-Time
F001302,SKY816,AC002,AID011,AID014,2023-07-05 01:03:00,2023-07-05 04:03:00,2023-07-05 01:03:00,2023-07-05 04:03:00,0,On-Time
F001303,SKY234,AC004,AID001,AID006,2023-07-06 05:38:00,2023-07-06 13:38:00,2023-07-06 05:38:00,2023-07-06 13:38:00,0,On-Time
F001304,SKY179,AC014,AID013,AID003,2023-07-06 16:20:00,2023-07-06 20:20:00,2023-07-06 16:20:00,2023-07-06 20:20:00,0,On-Time
F001305,SKY206,AC013,AID011,AID009,2023-07-06 05:50:00,2023-07-06 07:50:00,2023-07-06 06:49:00,2023-07-06 08:49:00,59,Delayed
F001306,SKY870,AC009,AID002,AID004,2023-07-06 17:12:00,2023-07-07 02:12:00,2023-07-06 17:39:00,2023-07-07 02:39:00,27,Delayed
F001307,SKY259,AC006,AID008,AID005,2023-07-06 19:48:00,2023-07-07 00:48:00,2023-07-06 19:48:00,2023-07-07 00:48:00,0,On-Time
F001308,SKY129,AC011,AID010,AID001,2023-07-06 20:32:00,2023-07-07 08:32:00,2023-07-06 20:32:00,2023-07-07 08:32:00,0,On-Time
F001309,SKY513,AC004,AID002,AID015,2023-07-06 01:14:00,2023-07-06 03:14:00,2023-07-06 01:14:00,2023-07-06 03:14:00,0,On-Time
