flight_id,crew_id,assignment_role
F000851,C055,First Officer
F000851,C006,Cabin Crew
F000851,C003,Cabin Crew
F000851,C071,Cabin Crew
F000852,C026,Captain
F000852,C069,First Officer
F000852,C072,Cabin Crew
F000852,C056,Cabin Crew
F000852,C010,Cabin Crew
F000853,C030,Captain
F000853,C080,First Officer
F000853,C065,Cabin Crew
F000853,C056,Cabin Crew
F000853,C004,Cabin Crew
F000854,C042,Captain
F000854,C016,First Officer
F000854,C040,Cabin Crew
F000854,C033,Cabin Crew
F000854,C039,Cabin Crew
F000855,C077,Captain
F000855,C015,First Officer
F000855,C035,Cabin Crew
F000855,C056,Cabin Crew
F000855,C054,Cabin Crew
F000856,C013,Captain
F000856,C069,First Officer
F000856,C003,Cabin Crew
F000856,C033,Cabin Crew
F000856,C057,Cabin Crew
F000857,C011,Captain
F000857,C073,First Officer
F000857,C035,Cabin Crew
F000857,C012,Cabin Crew
F000857,C075,Cabin Crew
F000858,C052,Captain
F000858,C059,First Officer
F000858,C064,Cabin Crew
F000858,C021,Cabin Crew
F000858,C003,Cabin Crew
F000859,C079,Captain
F000859,C028,First Officer
F000859,C041,Cabin Crew
F000859,C056,Cabin Crew
F000859,C040,Cabin Crew
F000860,C078,Captain
F000860,C017,First Officer
F000860,C004,Cabin Crew
F000860,C022,Cabin Crew
F000860,C066,Cabin Crew
F000861,C013,Captain
F000861,C055,First Officer
F000861,C040,Cabin Crew
F000861,C039,Cabin Crew
F000861,C054,Cabin Crew
F000862,C068,Captain
F000862,C080,First Officer
F000862,C039,Cabin Crew
F000862,C004,Cabin Crew
F000862,C037,Cabin Crew
F000863,C009,Captain
F000863,C025,First Officer
F000863,C005,Cabin Crew
F000863,C004,Cabin Crew
F000863,C074,Cabin Crew
F000864,C011,Captain
F000864,C059,First Officer
F000864,C057,Cabin Crew
F000864,C066,Cabin Crew
F000864,C039,Cabin Crew
F000865,C068,Captain
F000865,C080,First Officer
F000865,C049,Cabin Crew
F000865,C012,Cabin Crew
F000865,C006,Cabin Crew
F000866,C024,Captain
F000866,C076,First Officer
F000866,C033,Cabin Crew
F000866,C049,Cabin Crew
F000866,C047,Cabin Crew
F000867,C042,Captain
F000867,C028,First Officer
F000867,C008,Cabin Crew
F000867,C072,Cabin Crew
F000867,C066,Cabin Crew
F000868,C026,Captain
F000868,C076,First Officer
F000868,C004,Cabin Crew
F000868,C064,Cabin Crew
F000868,C065,Cabin Crew
F000869,C038,Captain
F000869,C067,First Officer
F000869,C065,Cabin Crew
F000869,C008,Cabin Crew
F000869,C074,Cabin Crew
F000870,C053,Captain
F000870,C059,First Officer
F000870,C071,Cabin Crew
F000870,C008,Cabin Crew
F000870,C002,Cabin Crew
F000871,C078,Captain
F000871,C080,First Officer
F000871,C033,Cabin Crew
F000871,C005,Cabin Crew
F000871,C063,Cabin Crew
F000872,C058,Captain
F000872,C070,First Officer
F000872,C039,Cabin Crew
F000872,C064,Cabin Crew
F000872,C027,Cabin Crew
F000873,C019,Captain
F000873,C025,First Officer
F000873,C050,Cabin Crew
F000873,C051,Cabin Crew
F000873,C002,Cabin Crew
F000874,C030,Captain
F000874,C062,First Officer
F000874,C021,Cabin Crew
F000874,C022,Cabin Crew
F000874,C051,Cabin Crew
F000875,C043,Captain
F000875,C017,First Officer
F000875,C046,Cabin Crew
F000875,C063,Cabin Crew
F000875,C027,Cabin Crew
F000876,C044,Captain
F000876,C076,First Officer
F000876,C074,Cabin Crew
F000876,C066,Cabin Crew
F000876,C057,Cabin Crew
F000877,C024,Captain
F000877,C029,First Officer
F000877,C004,Cabin Crew
F000877,C014,Cabin Crew
F000877,C007,Cabin Crew
F000878,C011,Captain
F000878,C059,First Officer
F000878,C002,Cabin Crew
F000878,C034,Cabin Crew
F000878,C012,Cabin Crew
F000879,C043,Captain
F000879,C025,First Officer
F000879,C035,Cabin Crew
F000879,C037,Cabin Crew
F000879,C033,Cabin Crew
F000880,C053,Captain
F000880,C080,First Officer
F000880,C036,Cabin Crew
F000880,C040,Cabin Crew
F000880,C003,Cabin Crew
F000881,C044,Captain
F000881,C069,First Officer
F000881,C006,Cabin Crew
F000881,C022,Cabin Crew
F000881,C007,Cabin Crew
F000882,C038,Captain
F000882,C048,First Officer
F000882,C007,Cabin Crew
F000882,C014,Cabin Crew
F000882,C074,Cabin Crew
F000883,C042,Captain
F000883,C062,First Officer
F000883,C074,Cabin Crew
F000883,C040,Cabin Crew
F000883,C005,Cabin Crew
F000884,C038,Captain
F000884,C061,First Officer
F000884,C004,Cabin Crew
F000884,C060,Cabin Crew
F000884,C049,Cabin Crew
F000885,C013,Captain
F000885,C016,First Officer
F000885,C066,Cabin Crew
F000885,C006,Cabin Crew
F000885,C022,Cabin Crew
F000886,C043,Captain
F000886,C017,First Officer
F000886,C005,Cabin Crew
F000886,C066,Cabin Crew
F000886,C064,Cabin Crew
F000887,C038,Captain
F000887,C016,First Officer
F000887,C027,Cabin Crew
F000887,C046,Cabin Crew
F000887,C033,Cabin Crew
F000888,C026,Captain
F000888,C001,First Officer
F000888,C039,Cabin Crew
F000888,C014,Cabin Crew
F000888,C004,Cabin Crew
F000889,C053,Captain
F000889,C059,First Officer
F000889,C007,Cabin Crew
F000889,C014,Cabin Crew
F000889,C040,Cabin Crew
F000890,C058,Captain
F000890,C028,First Officer
F000890,C005,Cabin Crew
F000890,C034,Cabin Crew
F000890,C060,Cabin Crew
F000891,C079,Captain
F000891,C070,First Officer
F000891,C057,Cabin Crew
F000891,C060,Cabin Crew
F000891,C010,Cabin Crew
F000892,C031,Captain
F000892,C017,First Officer
F000892,C021,Cabin Crew
F000892,C004,Cabin Crew
F000892,C074,Cabin Crew
F000893,C024,Captain
F000893,C016,First Officer
F000893,C005,Cabin Crew
F000893,C004,Cabin Crew
F000893,C002,Cabin Crew
F000894,C078,Captain
F000894,C076,First Officer
F000894,C035,Cabin Crew
F000894,C039,Cabin Crew
F000894,C051,Cabin Crew
F000895,C013,Captain
F000895,C001,First Officer
F000895,C018,Cabin Crew
F000895,C004,Cabin Crew
F000895,C063,Cabin Crew
F000896,C024,Captain
F000896,C059,First Officer
F000896,C018,Cabin Crew
F000896,C047,Cabin Crew
F000896,C060,Cabin Crew
F000897,C009,Captain
F000897,C070,First Officer
F000897,C021,Cabin Crew
F000897,C041,Cabin Crew
F000897,C037,Cabin Crew
F000898,C031,Captain
F000898,C059,First Officer
F000898,C014,Cabin Crew
F000898,C063,Cabin Crew
F000898,C021,Cabin Crew
F000899,C077,Captain
F000899,C032,First Officer
F000899,C066,Cabin Crew
F000899,C051,Cabin Crew
F000899,C050,Cabin Crew
F000900,C038,Captain
F000900,C028,First Officer
F000900,C018,Cabin Crew
F000900,C057,Cabin Crew
F000900,C003,Cabin Crew
F000901,C053,Captain
F000901,C076,First Officer
F000901,C045,Cabin Crew
F000901,C075,Cabin Crew
F000901,C065,Cabin Crew
F000902,C053,Captain
F000902,C001,First Officer
F000902,C072,Cabin Crew
F000902,C046,Cabin Crew
F000902,C033,Cabin Crew
F000903,C038,Captain
F000903,C073,First Officer
F000903,C033,Cabin Crew
F000903,C060,Cabin Crew
F000903,C010,Cabin Crew
F000904,C026,Captain
F000904,C062,First Officer
F000904,C027,Cabin Crew
F000904,C035,Cabin Crew
F000904,C022,Cabin Crew
F000905,C058,Captain
F000905,C020,First Officer
F000905,C049,Cabin Crew
F000905,C054,Cabin Crew
F000905,C022,Cabin Crew
F000906,C030,Captain
F000906,C029,First Officer
F000906,C004,Cabin Crew
F000906,C074,Cabin Crew
F000906,C057,Cabin Crew
F000907,C030,Captain
F000907,C062,First Officer
F000907,C014,Cabin Crew
F000907,C022,Cabin Crew
F000907,C039,Cabin Crew
F000908,C019,Captain
F000908,C070,First Officer
F000908,C039,Cabin Crew
F000908,C007,Cabin Crew
F000908,C054,Cabin Crew
F000909,C052,Captain
F000909,C048,First Officer
F000909,C057,Cabin Crew
F000909,C041,Cabin Crew
F000909,C004,Cabin Crew
F000910,C019,Captain
F000910,C067,First Officer
F000910,C035,Cabin Crew
F000910,C008,Cabin Crew
F000910,C014,Cabin Crew
F000911,C038,Captain
F000911,C055,First Officer
F000911,C027,Cabin Crew
F000911,C003,Cabin Crew
F000911,C022,Cabin Crew
F000912,C031,Captain
F000912,C016,First Officer
F000912,C022,Cabin Crew
F000912,C056,Cabin Crew
F000912,C012,Cabin Crew
F000913,C031,Captain
F000913,C067,First Officer
F000913,C064,Cabin Crew
F000913,C072,Cabin Crew
F000913,C046,Cabin Crew
F000914,C030,Captain
F000914,C069,First Officer
F000914,C066,Cabin Crew
F000914,C006,Cabin Crew
F000914,C010,Cabin Crew
F000915,C038,Captain
F000915,C020,First Officer
F000915,C054,Cabin Crew
F000915,C033,Cabin Crew
F000915,C004,Cabin Crew
F000916,C078,Captain
F000916,C032,First Officer
F000916,C006,Cabin Crew
F000916,C040,Cabin Crew
F000916,C071,Cabin Crew
F000917,C044,Captain
F000917,C028,First Officer
F000917,C007,Cabin Crew
F000917,C046,Cabin Crew
F000917,C071,Cabin Crew
F000918,C038,Captain
F000918,C028,First Officer
F000918,C012,Cabin Crew
F000918,C005,Cabin Crew
F000918,C057,Cabin Crew
F000919,C077,Captain
F000919,C055,First Officer
F000919,C066,Cabin Crew
F000919,C071,Cabin Crew
F000919,C008,Cabin Crew
F000920,C043,Captain
F000920,C025,First Officer
F000920,C006,Cabin Crew
F000920,C035,Cabin Crew
F000920,C051,Cabin Crew
F000921,C038,Captain
F000921,C048,First Officer
F000921,C049,Cabin Crew
F000921,C010,Cabin Crew
F000921,C041,Cabin Crew
F000922,C068,Captain
F000922,C061,First Officer
F000922,C040,Cabin Crew
F000922,C037,Cabin Crew
F000922,C056,Cabin Crew
F000923,C044,Captain
F000923,C028,First Officer
F000923,C066,Cabin Crew
F000923,C027,Cabin Crew
F000923,C065,Cabin Crew
F000924,C024,Captain
F000924,C016,First Officer
F000924,C057,Cabin Crew
F000924,C066,Cabin Crew
F000924,C045,Cabin Crew
F000925,C011,Captain
F000925,C028,First Officer
F000925,C008,Cabin Crew
F000925,C014,Cabin Crew
F000925,C027,Cabin Crew
F000926,C019,Captain
F000926,C025,First Officer
F000926,C065,Cabin Crew
F000926,C033,Cabin Crew
F000926,C002,Cabin Crew
F000927,C044,Captain
F000927,C017,First Officer
F000927,C065,Cabin Crew
F000927,C035,Cabin Crew
F000927,C039,Cabin Crew
F000928,C009,Captain
F000928,C032,First Officer
F000928,C010,Cabin Crew
F000928,C004,Cabin Crew
F000928,C003,Cabin Crew
F000929,C023,Captain
F000929,C025,First Officer
F000929,C014,Cabin Crew
F000929,C066,Cabin Crew
F000929,C035,Cabin Crew
F000930,C009,Captain
F000930,C069,First Officer
F000930,C012,Cabin Crew
F000930,C037,Cabin Crew
F000930,C033,Cabin Crew
F000931,C031,Captain
F000931,C076,First Officer
F000931,C002,Cabin Crew
F000931,C054,Cabin Crew
F000931,C018,Cabin Crew
F000932,C038,Captain
F000932,C025,First Officer
F000932,C033,Cabin Crew
F000932,C039,Cabin Crew
F000932,C034,Cabin Crew
F000933,C030,Captain
F000933,C025,First Officer
F000933,C072,Cabin Crew
F000933,C050,Cabin Crew
F000933,C034,Cabin Crew
F000934,C026,Captain
F000934,C080,First Officer
F000934,C050,Cabin Crew
F000934,C003,Cabin Crew
F000934,C040,Cabin Crew
F000935,C013,Captain
F000935,C028,First Officer
F000935,C041,Cabin Crew
F000935,C075,Cabin Crew
F000935,C056,Cabin Crew
F000936,C053,Captain
F000936,C070,First Officer
F000936,C054,Cabin Crew
F000936,C007,Cabin Crew
F000936,C018,Cabin Crew
F000937,C038,Captain
F000937,C059,First Officer
F000937,C004,Cabin Crew
F000937,C022,Cabin Crew
F000937,C066,Cabin Crew
F000938,C024,Captain
F000938,C048,First Officer
F000938,C034,Cabin Crew
F000938,C049,Cabin Crew
F000938,C021,Cabin Crew
F000939,C052,Captain
F000939,C067,First Officer
F000939,C007,Cabin Crew
F000939,C064,Cabin Crew
F000939,C066,Cabin Crew
F000940,C026,Captain
F000940,C028,First Officer
F000940,C010,Cabin Crew
F000940,C074,Cabin Crew
F000940,C003,Cabin Crew
F000941,C079,Captain
F000941,C070,First Officer
F000941,C004,Cabin Crew
F000941,C035,Cabin Crew
F000941,C018,Cabin Crew
F000942,C043,Captain
F000942,C070,First Officer
F000942,C045,Cabin Crew
F000942,C072,Cabin Crew
F000942,C054,Cabin Crew
F000943,C038,Captain
F000943,C080,First Officer
F000943,C014,Cabin Crew
F000943,C003,Cabin Crew
F000943,C041,Cabin Crew
F000944,C023,Captain
F000944,C073,First Officer
F000944,C003,Cabin Crew
F000944,C014,Cabin Crew
F000944,C065,Cabin Crew
F000945,C026,Captain
F000945,C061,First Officer
F000945,C047,Cabin Crew
F000945,C010,Cabin Crew
F000945,C066,Cabin Crew
F000946,C013,Captain
F000946,C001,First Officer
F000946,C007,Cabin Crew
F000946,C066,Cabin Crew
F000946,C063,Cabin Crew
F000947,C031,Captain
F000947,C076,First Officer
F000947,C022,Cabin Crew
F000947,C063,Cabin Crew
F000947,C004,Cabin Crew
F000948,C077,Captain
F000948,C029,First Officer
F000948,C014,Cabin Crew
F000948,C036,Cabin Crew
F000948,C064,Cabin Crew
F000949,C068,Captain
F000949,C028,First Officer
F000949,C036,Cabin Crew
F000949,C033,Cabin Crew
F000949,C056,Cabin Crew
F000950,C024,Captain
F000950,C025,First Officer
F000950,C071,Cabin Crew
F000950,C012,Cabin Crew
F000950,C006,Cabin Crew
F000951,C019,Captain
F000951,C080,First Officer
F000951,C065,Cabin Crew
F000951,C066,Cabin Crew
F000951,C049,Cabin Crew
F000952,C024,Captain
F000952,C020,First Officer
F000952,C047,Cabin Crew
F000952,C075,Cabin Crew
F000952,C035,Cabin Crew
F000953,C042,Captain
F000953,C076,First Officer
F000953,C074,Cabin Crew
F000953,C003,Cabin Crew
F000953,C057,Cabin Crew
F000954,C024,Captain
F000954,C017,First Officer
F000954,C012,Cabin Crew
F000954,C066,Cabin Crew
F000954,C021,Cabin Crew
F000955,C043,Captain
F000955,C080,First Officer
F000955,C002,Cabin Crew
F000955,C041,Cabin Crew
F000955,C072,Cabin Crew
F000956,C019,Captain
F000956,C059,First Officer
F000956,C063,Cabin Crew
F000956,C008,Cabin Crew
F000956,C056,Cabin Crew
F000957,C009,Captain
F000957,C028,First Officer
F000957,C004,Cabin Crew
F000957,C054,Cabin Crew
F000957,C071,Cabin Crew
F000958,C044,Captain
F000958,C016,First Officer
F000958,C007,Cabin Crew
F000958,C018,Cabin Crew
F000958,C049,Cabin Crew
F000959,C079,Captain
F000959,C059,First Officer
F000959,C012,Cabin Crew
F000959,C054,Cabin Crew
F000959,C057,Cabin Crew
F000960,C077,Captain
F000960,C001,First Officer
F000960,C049,Cabin Crew
F000960,C057,Cabin Crew
F000960,C033,Cabin Crew
F000961,C052,Captain
F000961,C080,First Officer
F000961,C040,Cabin Crew
F000961,C054,Cabin Crew
F000961,C051,Cabin Crew
F000962,C026,Captain
F000962,C080,First Officer
F000962,C036,Cabin Crew
F000962,C014,Cabin Crew
F000962,C047,Cabin Crew
F000963,C009,Captain
F000963,C062,First Officer
F000963,C051,Cabin Crew
F000963,C050,Cabin Crew
F000963,C072,Cabin Crew
F000964,C031,Captain
F000964,C076,First Officer
F000964,C050,Cabin Crew
F000964,C046,Cabin Crew
F000964,C047,Cabin Crew
F000965,C042,Captain
F000965,C029,First Officer
F000965,C022,Cabin Crew
F000965,C049,Cabin Crew
F000965,C002,Cabin Crew
F000966,C019,Captain
F000966,C016,First Officer
F000966,C027,Cabin Crew
F000966,C035,Cabin Crew
F000966,C002,Cabin Crew
F000967,C030,Captain
F000967,C062,First Officer
F000967,C003,Cabin Crew
F000967,C005,Cabin Crew
F000967,C007,Cabin Crew
F000968,C042,Captain
F000968,C070,First Officer
F000968,C065,Cabin Crew
F000968,C047,Cabin Crew
F000968,C012,Cabin Crew
F000969,C043,Captain
F000969,C029,First Officer
F000969,C002,Cabin Crew
F000969,C071,Cabin Crew
F000969,C064,Cabin Crew
F000970,C044,Captain
F000970,C070,First Officer
F000970,C003,Cabin Crew
F000970,C037,Cabin Crew
F000970,C066,Cabin Crew
F000971,C026,Captain
F000971,C032,First Officer
F000971,C005,Cabin Crew
F000971,C040,Cabin Crew
F000971,C014,Cabin Crew
F000972,C011,Captain
F000972,C001,First Officer
F000972,C045,Cabin Crew
F000972,C049,Cabin Crew
F000972,C039,Cabin Crew
F000973,C019,Captain
F000973,C055,First Officer
F000973,C022,Cabin Crew
F000973,C065,Cabin Crew
F000973,C010,Cabin Crew
F000974,C009,Captain
F000974,C080,First Officer
F000974,C004,Cabin Crew
F000974,C040,Cabin Crew
F000974,C005,Cabin Crew
F000975,C011,Captain
F000975,C055,First Officer
F000975,C034,Cabin Crew
F000975,C040,Cabin Crew
F000975,C022,Cabin Crew
F000976,C079,Captain
F000976,C032,First Officer
F000976,C060,Cabin Crew
F000976,C075,Cabin Crew
F000976,C071,Cabin Crew
F000977,C052,Captain
F000977,C059,First Officer
F000977,C056,Cabin Crew
F000977,C071,Cabin Crew
F000977,C045,Cabin Crew
F000978,C013,Captain
F000978,C080,First Officer
F000978,C065,Cabin Crew
F000978,C056,Cabin Crew
F000978,C054,Cabin Crew
F000979,C077,Captain
F000979,C059,First Officer
F000979,C039,Cabin Crew
F000979,C035,Cabin Crew
F000979,C066,Cabin Crew
F000980,C030,Captain
F000980,C017,First Officer
F000980,C051,Cabin Crew
F000980,C002,Cabin Crew
F000980,C014,Cabin Crew
F000981,C019,Captain
F000981,C032,First Officer
F000981,C005,Cabin Crew
F000981,C021,Cabin Crew
F000981,C049,Cabin Crew
F000982,C011,Captain
F000982,C001,First Officer
F000982,C008,Cabin Crew
F000982,C051,Cabin Crew
F000982,C027,Cabin Crew
F000983,C011,Captain
F000983,C067,First Officer
F000983,C010,Cabin Crew
F000983,C041,Cabin Crew
F000983,C047,Cabin Crew
F000984,C079,Captain
F000984,C076,First Officer
F000984,C002,Cabin Crew
F000984,C041,Cabin Crew
F000984,C027,Cabin Crew
F000985,C019,Captain
F000985,C032,First Officer
F000985,C010,Cabin Crew
F000985,C056,Cabin Crew
F000985,C057,Cabin Crew
F000986,C011,Captain
F000986,C017,First Officer
F000986,C039,Cabin Crew
F000986,C003,Cabin Crew
F000986,C065,Cabin Crew
F000987,C026,Captain
F000987,C069,First Officer
F000987,C047,Cabin Crew
F000987,C007,Cabin Crew
F000987,C060,Cabin Crew
F000988,C052,Captain
F000988,C015,First Officer
F000988,C054,Cabin Crew
F000988,C010,Cabin Crew
F000988,C033,Cabin Crew
F000989,C077,Captain
F000989,C017,First Officer
F000989,C047,Cabin Crew
F000989,C027,Cabin Crew
F000989,C008,Cabin Crew
F000990,C009,Captain
F000990,C062,First Officer
F000990,C064,Cabin Crew
F000990,C072,Cabin Crew
F000990,C014,Cabin Crew
F000991,C026,Captain
F000991,C076,First Officer
F000991,C049,Cabin Crew
F000991,C063,Cabin Crew
F000991,C054,Cabin Crew
F000992,C011,Captain
F000992,C028,First Officer
F000992,C071,Cabin Crew
F000992,C006,Cabin Crew
F000992,C072,Cabin Crew
F000993,C024,Captain
F000993,C029,First Officer
F000993,C066,Cabin Crew
F000993,C007,Cabin Crew
F000993,C003,Cabin Crew
F000994,C009,Captain
F000994,C032,First Officer
F000994,C006,Cabin Crew
F000994,C065,Cabin Crew
F000994,C066,Cabin Crew
F000995,C009,Captain
F000995,C073,First Officer
F000995,C054,Cabin Crew
F000995,C047,Cabin Crew
F000995,C005,Cabin Crew
F000996,C026,Captain
F000996,C015,First Officer
F000996,C040,Cabin Crew
F000996,C047,Cabin Crew
F000996,C004,Cabin Crew
F000997,C038,Captain
F000997,C028,First Officer
F000997,C035,Cabin Crew
F000997,C057,Cabin Crew
F000997,C040,Cabin Crew
F000998,C038,Captain
F000998,C059,First Officer
F000998,C003,Cabin Crew
F000998,C034,Cabin Crew
F000998,C046,Cabin Crew
F000999,C019,Captain
F000999,C048,First Officer
F000999,C050,Cabin Crew
F000999,C034,Cabin Crew
F000999,C040,Cabin Crew
F001000,C079,Captain
F001000,C073,First Officer
F001000,C033,Cabin Crew
F001000,C072,Cabin Crew
F001000,C040,Cabin Crew
F001001,C031,Captain
F001001,C020,First Officer
F001001,C006,Cabin Crew
F001001,C050,Cabin Crew
F001001,C007,Cabin Crew
F001002,C038,Captain
F001002,C055,First Officer
F001002,C036,Cabin Crew
F001002,C002,Cabin Crew
F001002,C047,Cabin Crew
F001003,C013,Captain
F001003,C069,First Officer
F001003,C039,Cabin Crew
F001003,C021,Cabin Crew
F001003,C040,Cabin Crew
F001004,C077,Captain
F001004,C025,First Officer
F001004,C022,Cabin Crew
F001004,C008,Cabin Crew
F001004,C050,Cabin Crew
F001005,C052,Captain
F001005,C032,First Officer
F001005,C071,Cabin Crew
F001005,C022,Cabin Crew
F001005,C037,Cabin Crew
F001006,C038,Captain
F001006,C073,First Officer
F001006,C033,Cabin Crew
F001006,C003,Cabin Crew
F001006,C045,Cabin Crew
F001007,C038,Captain
F001007,C062,First Officer
F001007,C008,Cabin Crew
F001007,C021,Cabin Crew
F001007,C010,Cabin Crew
F001008,C024,Captain
F001008,C028,First Officer
F001008,C027,Cabin Crew
F001008,C072,Cabin Crew
F001008,C018,Cabin Crew
F001009,C024,Captain
F001009,C067,First Officer
F001009,C014,Cabin Crew
F001009,C065,Cabin Crew
F001009,C006,Cabin Crew
F001010,C009,Captain
F001010,C062,First Officer
F001010,C060,Cabin Crew
F001010,C018,Cabin Crew
F001010,C047,Cabin Crew
F001011,C023,Captain
F001011,C025,First Officer
F001011,C027,Cabin Crew
F001011,C005,Cabin Crew
F001011,C010,Cabin Crew
F001012,C044,Captain
F001012,C020,First Officer
F001012,C037,Cabin Crew
F001012,C014,Cabin Crew
F001012,C057,Cabin Crew
F001013,C024,Captain
F001013,C059,First Officer
F001013,C018,Cabin Crew
F001013,C010,Cabin Crew
F001013,C027,Cabin Crew
F001014,C031,Captain
F001014,C067,First Officer
F001014,C010,Cabin Crew
F001014,C036,Cabin Crew
F001014,C006,Cabin Crew
F001015,C079,Captain
F001015,C076,First Officer
F001015,C005,Cabin Crew
F001015,C074,Cabin Crew
F001015,C064,Cabin Crew
F001016,C031,Captain
F001016,C048,First Officer
F001016,C063,Cabin Crew
F001016,C056,Cabin Crew
F001016,C060,Cabin Crew
F001017,C044,Captain
F001017,C015,First Officer
F001017,C074,Cabin Crew
F001017,C012,Cabin Crew
F001017,C049,Cabin Crew
F001018,C031,Captain
F001018,C016,First Officer
F001018,C072,Cabin Crew
F001018,C057,Cabin Crew
F001018,C063,Cabin Crew
F001019,C078,Captain
F001019,C076,First Officer
F001019,C072,Cabin Crew
F001019,C007,Cabin Crew
F001019,C002,Cabin Crew
F001020,C053,Captain
F001020,C069,First Officer
F001020,C037,Cabin Crew
F001020,C041,Cabin Crew
F001020,C049,Cabin Crew
F001021,C068,Captain
F001021,C017,First Officer
F001021,C039,Cabin Crew
F001021,C051,Cabin Crew
F001021,C008,Cabin Crew
F001022,C009,Captain
F001022,C048,First Officer
F001022,C021,Cabin Crew
F001022,C040,Cabin Crew
F001022,C004,Cabin Crew
F001023,C058,Captain
F001023,C059,First Officer
F001023,C072,Cabin Crew
F001023,C027,Cabin Crew
F001023,C049,Cabin Crew
F001024,C043,Captain
F001024,C016,First Officer
F001024,C075,Cabin Crew
F001024,C002,Cabin Crew
F001024,C050,Cabin Crew
F001025,C024,Captain
F001025,C076,First Officer
F001025,C021,Cabin Crew
F001025,C002,Cabin Crew
F001025,C040,Cabin Crew
F001026,C043,Captain
F001026,C076,First Officer
F001026,C021,Cabin Crew
F001026,C002,Cabin Crew
F001026,C037,Cabin Crew
F001027,C044,Captain
F001027,C070,First Officer
F001027,C034,Cabin Crew
F001027,C046,Cabin Crew
F001027,C054,Cabin Crew
F001028,C023,Captain
F001028,C029,First Officer
F001028,C035,Cabin Crew
F001028,C033,Cabin Crew
F001028,C007,Cabin Crew
F001029,C013,Captain
F001029,C076,First Officer
F001029,C034,Cabin Crew
F001029,C051,Cabin Crew
F001029,C018,Cabin Crew
F001030,C078,Captain
F001030,C069,First Officer
F001030,C018,Cabin Crew
F001030,C005,Cabin Crew
F001030,C007,Cabin Crew
F001031,C031,Captain
F001031,C069,First Officer
F001031,C004,Cabin Crew
F001031,C012,Cabin Crew
F001031,C072,Cabin Crew
F001032,C031,Captain
F001032,C055,First Officer
F001032,C040,Cabin Crew
F001032,C074,Cabin Crew
F001032,C002,Cabin Crew
F001033,C019,Captain
F001033,C001,First Officer
F001033,C072,Cabin Crew
F001033,C018,Cabin Crew
F001033,C033,Cabin Crew
F001034,C053,Captain
F001034,C070,First Officer
F001034,C035,Cabin Crew
F001034,C021,Cabin Crew
F001034,C012,Cabin Crew
F001035,C030,Captain
F001035,C016,First Officer
F001035,C004,Cabin Crew
F001035,C037,Cabin Crew
F001035,C010,Cabin Crew
F001036,C077,Captain
F001036,C061,First Officer
F001036,C021,Cabin Crew
F001036,C010,Cabin Crew
F001036,C040,Cabin Crew
F001037,C078,Captain
F001037,C059,First Officer
F001037,C065,Cabin Crew
F001037,C007,Cabin Crew
F001037,C006,Cabin Crew
F001038,C043,Captain
F001038,C067,First Officer
F001038,C063,Cabin Crew
F001038,C006,Cabin Crew
F001038,C071,Cabin Crew
F001039,C013,Captain
F001039,C080,First Officer
F001039,C040,Cabin Crew
F001039,C022,Cabin Crew
F001039,C064,Cabin Crew
F001040,C011,Captain
F001040,C067,First Officer
F001040,C047,Cabin Crew
F001040,C005,Cabin Crew
F001040,C006,Cabin Crew
F001041,C038,Captain
F001041,C001,First Officer
F001041,C021,Cabin Crew
F001041,C049,Cabin Crew
F001041,C036,Cabin Crew
F001042,C031,Captain
F001042,C080,First Officer
F001042,C065,Cabin Crew
F001042,C049,Cabin Crew
F001042,C047,Cabin Crew
F001043,C038,Captain
F001043,C069,First Officer
F001043,C054,Cabin Crew
F001043,C033,Cabin Crew
F001043,C014,Cabin Crew
F001044,C058,Captain
F001044,C020,First Officer
F001044,C034,Cabin Crew
F001044,C074,Cabin Crew
F001044,C041,Cabin Crew
F001045,C030,Captain
F001045,C080,First Officer
F001045,C033,Cabin Crew
F001045,C054,Cabin Crew
F001045,C034,Cabin Crew
F001046,C013,Captain
F001046,C059,First Officer
F001046,C074,Cabin Crew
F001046,C051,Cabin Crew
F001046,C008,Cabin Crew
F001047,C013,Captain
F001047,C076,First Officer
F001047,C046,Cabin Crew
F001047,C036,Cabin Crew
F001047,C004,Cabin Crew
F001048,C044,Captain
F001048,C016,First Officer
F001048,C072,Cabin Crew
F001048,C074,Cabin Crew
F001048,C066,Cabin Crew
F001049,C030,Captain
F001049,C080,First Officer
F001049,C045,Cabin Crew
F001049,C040,Cabin Crew
F001049,C034,Cabin Crew
F001050,C077,Captain
F001050,C061,First Officer
F001050,C041,Cabin Crew
F001050,C040,Cabin Crew
F001050,C049,Cabin Crew
F001051,C031,Captain
F001051,C017,First Officer
F001051,C036,Cabin Crew
F001051,C050,Cabin Crew
F001051,C033,Cabin Crew
F001052,C011,Captain
F001052,C076,First Officer
F001052,C027,Cabin Crew
F001052,C034,Cabin Crew
F001052,C066,Cabin Crew
F001053,C030,Captain
F001053,C028,First Officer
F001053,C064,Cabin Crew
F001053,C021,Cabin Crew
F001053,C041,Cabin Crew
F001054,C058,Captain
F001054,C073,First Officer
F001054,C012,Cabin Crew
F001054,C072,Cabin Crew
F001054,C004,Cabin Crew
F001055,C052,Captain
F001055,C016,First Officer
F001055,C041,Cabin Crew
F001055,C074,Cabin Crew
F001055,C064,Cabin Crew
F001056,C030,Captain
F001056,C067,First Officer
F001056,C051,Cabin Crew
F001056,C033,Cabin Crew
